 frequency       db(v(Z))       
 4.38998410e+03 -2.92767844e+01 
 4.70506846e+03 -2.98781475e+01 
 5.04276752e+03 -3.04796019e+01 
 5.40470440e+03 -3.10811360e+01 
 5.79261875e+03 -3.16827396e+01 
 6.20837506e+03 -3.22844040e+01 
 6.65397163e+03 -3.28861215e+01 
 7.13155021e+03 -3.34878857e+01 
 7.64340627e+03 -3.40896909e+01 
 8.19200000e+03 -3.46915320e+01 
 8.77996821e+03 -3.52934050e+01 
 9.41013692e+03 -3.58953062e+01 
 1.00855350e+04 -3.64972325e+01 
 1.08094088e+04 -3.70991815e+01 
 1.15852375e+04 -3.77011509e+01 
 1.24167501e+04 -3.83031391e+01 
 1.33079433e+04 -3.89051446e+01 
 1.42631004e+04 -3.95071663e+01 
 1.52868125e+04 -4.01092037e+01 
 1.63840000e+04 -4.07112562e+01 
 1.75599364e+04 -4.13133236e+01 
 1.88202738e+04 -4.19154062e+01 
 2.01710701e+04 -4.25175043e+01 
 2.16188176e+04 -4.31196187e+01 
 2.31704750e+04 -4.37217505e+01 
 2.48335002e+04 -4.43239010e+01 
 2.66158865e+04 -4.49260719e+01 
 2.85262009e+04 -4.55282655e+01 
 3.05736251e+04 -4.61304842e+01 
 3.27680000e+04 -4.67327311e+01 
 3.51198728e+04 -4.73350099e+01 
 3.76405477e+04 -4.79373248e+01 
 4.03421401e+04 -4.85396805e+01 
 4.32376352e+04 -4.91420830e+01 
 4.63409500e+04 -4.97445387e+01 
 4.96670005e+04 -5.03470553e+01 
 5.32317730e+04 -5.09496415e+01 
 5.70524017e+04 -5.15523076e+01 
 6.11472501e+04 -5.21550652e+01 
 6.55360000e+04 -5.27579278e+01 
 7.02397456e+04 -5.33609108e+01 
 7.52810954e+04 -5.39640321e+01 
 8.06842803e+04 -5.45673121e+01 
 8.64752704e+04 -5.51707745e+01 
 9.26819000e+04 -5.57744463e+01 
 9.93340009e+04 -5.63783587e+01 
 1.06463546e+05 -5.69825475e+01 
 1.14104803e+05 -5.75870540e+01 
 1.22294500e+05 -5.81919255e+01 
 1.31072000e+05 -5.87972167e+01 
 1.40479491e+05 -5.94029902e+01 
 1.50562191e+05 -6.00093183e+01 
 1.61368561e+05 -6.06162842e+01 
 1.72950541e+05 -6.12239835e+01 
 1.85363800e+05 -6.18325263e+01 
 1.98668002e+05 -6.24420398e+01 
 2.12927092e+05 -6.30526703e+01 
 2.28209607e+05 -6.36645864e+01 
 2.44589001e+05 -6.42779827e+01 
 2.62144000e+05 -6.48930840e+01 
 2.80958983e+05 -6.55101494e+01 
 3.01124382e+05 -6.61294787e+01 
 3.22737121e+05 -6.67514183e+01 
 3.45901082e+05 -6.73763690e+01 
 3.70727600e+05 -6.80047949e+01 
 3.97336004e+05 -6.86372333e+01 
 4.25854184e+05 -6.92743076e+01 
 4.56419214e+05 -6.99167404e+01 
 4.89178001e+05 -7.05653706e+01 
 5.24288000e+05 -7.12211717e+01 
 5.61917965e+05 -7.18852739e+01 
 6.02248763e+05 -7.25589890e+01 
 6.45474242e+05 -7.32438379e+01 
 6.91802164e+05 -7.39415822e+01 
 7.41455200e+05 -7.46542574e+01 
 7.94672007e+05 -7.53842084e+01 
 8.51708369e+05 -7.61341251e+01 
 9.12838427e+05 -7.69070756e+01 
 9.78356002e+05 -7.77065332e+01 
