 frequency       db(v(Z))       
 1.42631004e+04 -4.11961192e+01 
 1.52868125e+04 -4.17981792e+01 
 1.63840000e+04 -4.24002517e+01 
 1.75599364e+04 -4.30023369e+01 
 1.88202738e+04 -4.36044354e+01 
 2.01710701e+04 -4.42065479e+01 
 2.16188176e+04 -4.48086754e+01 
 2.31704750e+04 -4.54108192e+01 
 2.48335002e+04 -4.60129809e+01 
 2.66158865e+04 -4.66151625e+01 
 2.85262009e+04 -4.72173663e+01 
 3.05736251e+04 -4.78195951e+01 
 3.27680000e+04 -4.84218521e+01 
 3.51198728e+04 -4.90241412e+01 
 3.76405477e+04 -4.96264667e+01 
 4.03421401e+04 -5.02288338e+01 
 4.32376352e+04 -5.08312483e+01 
 4.63409500e+04 -5.14337172e+01 
 4.96670005e+04 -5.20362482e+01 
 5.32317730e+04 -5.26388505e+01 
 5.70524017e+04 -5.32415345e+01 
 6.11472501e+04 -5.38443123e+01 
 6.55360000e+04 -5.44471977e+01 
 7.02397456e+04 -5.50502066e+01 
 7.52810954e+04 -5.56533573e+01 
 8.06842803e+04 -5.62566709e+01 
 8.64752704e+04 -5.68601716e+01 
 9.26819000e+04 -5.74638872e+01 
 9.93340009e+04 -5.80678498e+01 
 1.06463546e+05 -5.86720962e+01 
 1.14104803e+05 -5.92766686e+01 
 1.22294500e+05 -5.98816158e+01 
 1.31072000e+05 -6.04869937e+01 
 1.40479491e+05 -6.10928669e+01 
 1.50562191e+05 -6.16993093e+01 
 1.61368561e+05 -6.23064064e+01 
 1.72950541e+05 -6.29142563e+01 
 1.85363800e+05 -6.35229721e+01 
 1.98668002e+05 -6.41326842e+01 
 2.12927092e+05 -6.47435426e+01 
 2.28209607e+05 -6.53557204e+01 
 2.44589001e+05 -6.59694172e+01 
 2.62144000e+05 -6.65848634e+01 
 2.80958983e+05 -6.72023248e+01 
 3.01124382e+05 -6.78221086e+01 
 3.22737121e+05 -6.84445698e+01 
 3.45901082e+05 -6.90701190e+01 
 3.70727600e+05 -6.96992316e+01 
 3.97336004e+05 -7.03324578e+01 
 4.25854184e+05 -7.09704355e+01 
 4.56419214e+05 -7.16139041e+01 
 4.89178001e+05 -7.22637214e+01 
 5.24288000e+05 -7.29208827e+01 
 5.61917965e+05 -7.35865426e+01 
 6.02248763e+05 -7.42620407e+01 
 6.45474242e+05 -7.49489292e+01 
 6.91802164e+05 -7.56490048e+01 
 7.41455200e+05 -7.63643428e+01 
 7.94672007e+05 -7.70973322e+01 
 8.51708369e+05 -7.78507124e+01 
 9.12838427e+05 -7.86276063e+01 
 9.78356002e+05 -7.94315482e+01 
