 frequency       db(v(Z))       
 6.20837506e+03 -3.13684499e+01 
 6.65397163e+03 -3.19700849e+01 
 7.13155021e+03 -3.25717772e+01 
 7.64340627e+03 -3.31735196e+01 
 8.19200000e+03 -3.37753062e+01 
 8.77996821e+03 -3.43771316e+01 
 9.41013692e+03 -3.49789913e+01 
 1.00855350e+04 -3.55808814e+01 
 1.08094088e+04 -3.61827988e+01 
 1.15852375e+04 -3.67847407e+01 
 1.24167501e+04 -3.73867047e+01 
 1.33079433e+04 -3.79886891e+01 
 1.42631004e+04 -3.85906924e+01 
 1.52868125e+04 -3.91927135e+01 
 1.63840000e+04 -3.97947516e+01 
 1.75599364e+04 -4.03968064e+01 
 1.88202738e+04 -4.09988777e+01 
 2.01710701e+04 -4.16009658e+01 
 2.16188176e+04 -4.22030711e+01 
 2.31704750e+04 -4.28051947e+01 
 2.48335002e+04 -4.34073376e+01 
 2.66158865e+04 -4.40095015e+01 
 2.85262009e+04 -4.46116884e+01 
 3.05736251e+04 -4.52139007e+01 
 3.27680000e+04 -4.58161414e+01 
 3.51198728e+04 -4.64184140e+01 
 3.76405477e+04 -4.70207225e+01 
 4.03421401e+04 -4.76230717e+01 
 4.32376352e+04 -4.82254672e+01 
 4.63409500e+04 -4.88279155e+01 
 4.96670005e+04 -4.94304240e+01 
 5.32317730e+04 -5.00330015e+01 
 5.70524017e+04 -5.06356578e+01 
 6.11472501e+04 -5.12384045e+01 
 6.55360000e+04 -5.18412548e+01 
 7.02397456e+04 -5.24442240e+01 
 7.52810954e+04 -5.30473296e+01 
 8.06842803e+04 -5.36505918e+01 
 8.64752704e+04 -5.42540338e+01 
 9.26819000e+04 -5.48576824e+01 
 9.93340009e+04 -5.54615682e+01 
 1.06463546e+05 -5.60657266e+01 
 1.14104803e+05 -5.66701982e+01 
 1.22294500e+05 -5.72750299e+01 
 1.31072000e+05 -5.78802752e+01 
 1.40479491e+05 -5.84859962e+01 
 1.50562191e+05 -5.90922641e+01 
 1.61368561e+05 -5.96991607e+01 
 1.72950541e+05 -6.03067806e+01 
 1.85363800e+05 -6.09152323e+01 
 1.98668002e+05 -6.15246411e+01 
 2.12927092e+05 -6.21351513e+01 
 2.28209607e+05 -6.27469294e+01 
 2.44589001e+05 -6.33601674e+01 
 2.62144000e+05 -6.39750867e+01 
 2.80958983e+05 -6.45919434e+01 
 3.01124382e+05 -6.52110331e+01 
 3.22737121e+05 -6.58326977e+01 
 3.45901082e+05 -6.64573328e+01 
 3.70727600e+05 -6.70853966e+01 
 3.97336004e+05 -6.77174196e+01 
 4.25854184e+05 -6.83540175e+01 
 4.56419214e+05 -6.89959040e+01 
 4.89178001e+05 -6.96439079e+01 
 5.24288000e+05 -7.02989915e+01 
 5.61917965e+05 -7.09622719e+01 
 6.02248763e+05 -7.16350463e+01 
 6.45474242e+05 -7.23188191e+01 
 6.91802164e+05 -7.30153331e+01 
 7.41455200e+05 -7.37266030e+01 
 7.94672007e+05 -7.44549504e+01 
 8.51708369e+05 -7.52030393e+01 
 9.12838427e+05 -7.59739089e+01 
 9.78356002e+05 -7.67710005e+01 
