 frequency       db(v(Z))       
 1.81019336e+02 -4.48806062e+00 
 1.94011721e+02 -4.87372633e+00 
 2.07936613e+02 -5.27820493e+00 
 2.22860944e+02 -5.70062301e+00 
 2.38856446e+02 -6.14000712e+00 
 2.56000000e+02 -6.59531194e+00 
 2.74374006e+02 -7.06544747e+00 
 2.94066779e+02 -7.54930432e+00 
 3.15172970e+02 -8.04577613e+00 
 3.37794025e+02 -8.55377856e+00 
 3.62038672e+02 -9.07226457e+00 
 3.88023441e+02 -9.60023626e+00 
 4.15873227e+02 -1.01367533e+01 
 4.45721888e+02 -1.06809381e+01 
 4.77712892e+02 -1.12319792e+01 
 5.12000000e+02 -1.17891313e+01 
 5.48748013e+02 -1.23517151e+01 
 5.88133558e+02 -1.29191144e+01 
 6.30345940e+02 -1.34907737e+01 
 6.75588050e+02 -1.40661940e+01 
 7.24077344e+02 -1.46449290e+01 
 7.76046882e+02 -1.52265809e+01 
 8.31746454e+02 -1.58107963e+01 
 8.91443777e+02 -1.63972617e+01 
 9.55425783e+02 -1.69857001e+01 
 1.02400000e+03 -1.75758671e+01 
 1.09749603e+03 -1.81675470e+01 
 1.17626712e+03 -1.87605504e+01 
 1.26069188e+03 -1.93547109e+01 
 1.35117610e+03 -1.99498823e+01 
 1.44815469e+03 -2.05459367e+01 
 1.55209376e+03 -2.11427618e+01 
 1.66349291e+03 -2.17402595e+01 
 1.78288755e+03 -2.23383441e+01 
 1.91085157e+03 -2.29369404e+01 
 2.04800000e+03 -2.35359831e+01 
 2.19499205e+03 -2.41354149e+01 
 2.35253423e+03 -2.47351859e+01 
 2.52138376e+03 -2.53352525e+01 
 2.70235220e+03 -2.59355767e+01 
 2.89630938e+03 -2.65361254e+01 
 3.10418753e+03 -2.71368698e+01 
 3.32698582e+03 -2.77377847e+01 
 3.56577511e+03 -2.83388481e+01 
 3.82170313e+03 -2.89400410e+01 
 4.09600000e+03 -2.95413468e+01 
 4.38998410e+03 -3.01427511e+01 
 4.70506846e+03 -3.07442411e+01 
 5.04276752e+03 -3.13458060e+01 
 5.40470440e+03 -3.19474363e+01 
 5.79261875e+03 -3.25491238e+01 
 6.20837506e+03 -3.31508612e+01 
 6.65397163e+03 -3.37526424e+01 
 7.13155021e+03 -3.43544620e+01 
 7.64340627e+03 -3.49563154e+01 
 8.19200000e+03 -3.55581986e+01 
 8.77996821e+03 -3.61601083e+01 
 9.41013692e+03 -3.67620415e+01 
 1.00855350e+04 -3.73639957e+01 
 1.08094088e+04 -3.79659691e+01 
 1.15852375e+04 -3.85679598e+01 
 1.24167501e+04 -3.91699666e+01 
 1.33079433e+04 -3.97719884e+01 
 1.42631004e+04 -4.03740246e+01 
 1.52868125e+04 -4.09760746e+01 
 1.63840000e+04 -4.15781382e+01 
 1.75599364e+04 -4.21802156e+01 
 1.88202738e+04 -4.27823070e+01 
 2.01710701e+04 -4.33844131e+01 
 2.16188176e+04 -4.39865347e+01 
 2.31704750e+04 -4.45886731e+01 
 2.48335002e+04 -4.51908297e+01 
 2.66158865e+04 -4.57930064e+01 
 2.85262009e+04 -4.63952055e+01 
 3.05736251e+04 -4.69974297e+01 
 3.27680000e+04 -4.75996820e+01 
 3.51198728e+04 -4.82019662e+01 
 3.76405477e+04 -4.88042867e+01 
 4.03421401e+04 -4.94066484e+01 
 4.32376352e+04 -5.00090571e+01 
 4.63409500e+04 -5.06115196e+01 
 4.96670005e+04 -5.12140436e+01 
 5.32317730e+04 -5.18166381e+01 
 5.70524017e+04 -5.24193134e+01 
 6.11472501e+04 -5.30220813e+01 
 6.55360000e+04 -5.36249556e+01 
 7.02397456e+04 -5.42279518e+01 
 7.52810954e+04 -5.48310881e+01 
 8.06842803e+04 -5.54343852e+01 
 8.64752704e+04 -5.60378671e+01 
 9.26819000e+04 -5.66415612e+01 
 9.93340009e+04 -5.72454991e+01 
 1.06463546e+05 -5.78497172e+01 
 1.14104803e+05 -5.84542572e+01 
 1.22294500e+05 -5.90591672e+01 
 1.31072000e+05 -5.96645025e+01 
 1.40479491e+05 -6.02703267e+01 
 1.50562191e+05 -6.08767129e+01 
 1.61368561e+05 -6.14837455e+01 
 1.72950541e+05 -6.20915213e+01 
 1.85363800e+05 -6.27001521e+01 
 1.98668002e+05 -6.33097665e+01 
 2.12927092e+05 -6.39205128e+01 
 2.28209607e+05 -6.45325619e+01 
 2.44589001e+05 -6.51461110e+01 
 2.62144000e+05 -6.57613876e+01 
 2.80958983e+05 -6.63786543e+01 
 3.01124382e+05 -6.69982146e+01 
 3.22737121e+05 -6.76204193e+01 
 3.45901082e+05 -6.82456742e+01 
 3.70727600e+05 -6.88744491e+01 
 3.97336004e+05 -6.95072880e+01 
 4.25854184e+05 -7.01448215e+01 
 4.56419214e+05 -7.07877809e+01 
 4.89178001e+05 -7.14370145e+01 
 5.24288000e+05 -7.20935071e+01 
 5.61917965e+05 -7.27584013e+01 
 6.02248763e+05 -7.34330228e+01 
 6.45474242e+05 -7.41189087e+01 
 6.91802164e+05 -7.48178384e+01 
 7.41455200e+05 -7.55318674e+01 
 7.94672007e+05 -7.62633634e+01 
 8.51708369e+05 -7.70150412e+01 
 9.12838427e+05 -7.77899968e+01 
 9.78356002e+05 -7.85917344e+01 
