 frequency       db(v(Z))       
 1.28000000e+02 -1.92983136e+00 
 1.37187003e+02 -2.13365070e+00 
 1.47033389e+02 -2.35654947e+00 
 1.57586485e+02 -2.59922508e+00 
 1.68897013e+02 -2.86221493e+00 
 1.81019336e+02 -3.14587718e+00 
 1.94011721e+02 -3.45037744e+00 
 2.07936613e+02 -3.77568251e+00 
 2.22860944e+02 -4.12156165e+00 
 2.38856446e+02 -4.48759527e+00 
 2.56000000e+02 -4.87319031e+00 
 2.74374006e+02 -5.27760123e+00 
 2.94066779e+02 -5.69995504e+00 
 3.15172970e+02 -6.13927863e+00 
 3.37794025e+02 -6.59452686e+00 
 3.62038672e+02 -7.06460986e+00 
 3.88023441e+02 -7.54841827e+00 
 4.15873227e+02 -8.04484570e+00 
 4.45721888e+02 -8.55280766e+00 
 4.77712892e+02 -9.07125697e+00 
 5.12000000e+02 -9.59919555e+00 
 5.48748013e+02 -1.01356828e+01 
 5.88133558e+02 -1.06798410e+01 
 6.30345940e+02 -1.12308582e+01 
 6.75588050e+02 -1.17879892e+01 
 7.24077344e+02 -1.23505542e+01 
 7.76046882e+02 -1.29179369e+01 
 8.31746454e+02 -1.34895815e+01 
 8.91443777e+02 -1.40649889e+01 
 9.55425783e+02 -1.46437125e+01 
 1.02400000e+03 -1.52253544e+01 
 1.09749603e+03 -1.58095610e+01 
 1.17626712e+03 -1.63960188e+01 
 1.26069188e+03 -1.69844506e+01 
 1.35117610e+03 -1.75746117e+01 
 1.44815469e+03 -1.81662866e+01 
 1.55209376e+03 -1.87592856e+01 
 1.66349291e+03 -1.93534423e+01 
 1.78288755e+03 -1.99486105e+01 
 1.91085157e+03 -2.05446620e+01 
 2.04800000e+03 -2.11414848e+01 
 2.19499205e+03 -2.17389805e+01 
 2.35253423e+03 -2.23370635e+01 
 2.52138376e+03 -2.29356585e+01 
 2.70235220e+03 -2.35347002e+01 
 2.89630938e+03 -2.41341312e+01 
 3.10418753e+03 -2.47339017e+01 
 3.32698582e+03 -2.53339680e+01 
 3.56577511e+03 -2.59342922e+01 
 3.82170313e+03 -2.65348412e+01 
 4.09600000e+03 -2.71355861e+01 
 4.38998410e+03 -2.77365017e+01 
 4.70506846e+03 -2.83375661e+01 
 5.04276752e+03 -2.89387604e+01 
 5.40470440e+03 -2.95400678e+01 
 5.79261875e+03 -3.01414740e+01 
 6.20837506e+03 -3.07429664e+01 
 6.65397163e+03 -3.13445341e+01 
 7.13155021e+03 -3.19461677e+01 
 7.64340627e+03 -3.25478590e+01 
 8.19200000e+03 -3.31496009e+01 
 8.77996821e+03 -3.37513872e+01 
 9.41013692e+03 -3.43532128e+01 
 1.00855350e+04 -3.49550731e+01 
 1.08094088e+04 -3.55569643e+01 
 1.15852375e+04 -3.61588832e+01 
 1.24167501e+04 -3.67608269e+01 
 1.33079433e+04 -3.73627933e+01 
 1.42631004e+04 -3.79647806e+01 
 1.52868125e+04 -3.85667874e+01 
 1.63840000e+04 -3.91688127e+01 
 1.75599364e+04 -3.97708558e+01 
 1.88202738e+04 -4.03729163e+01 
 2.01710701e+04 -4.09749943e+01 
 2.16188176e+04 -4.15770902e+01 
 2.31704750e+04 -4.21792046e+01 
 2.48335002e+04 -4.27813385e+01 
 2.66158865e+04 -4.33834934e+01 
 2.85262009e+04 -4.39856712e+01 
 3.05736251e+04 -4.45878741e+01 
 3.27680000e+04 -4.51901047e+01 
 3.51198728e+04 -4.57923666e+01 
 3.76405477e+04 -4.63946634e+01 
 4.03421401e+04 -4.69969998e+01 
 4.32376352e+04 -4.75993812e+01 
 4.63409500e+04 -4.82018136e+01 
 4.96670005e+04 -4.88043043e+01 
 5.32317730e+04 -4.94068616e+01 
 5.70524017e+04 -5.00094951e+01 
 6.11472501e+04 -5.06122158e+01 
 6.55360000e+04 -5.12150365e+01 
 7.02397456e+04 -5.18179719e+01 
 7.52810954e+04 -5.24210388e+01 
 8.06842803e+04 -5.30242567e+01 
 8.64752704e+04 -5.36276480e+01 
 9.26819000e+04 -5.42312384e+01 
 9.93340009e+04 -5.48350575e+01 
 1.06463546e+05 -5.54391394e+01 
 1.14104803e+05 -5.60435233e+01 
 1.22294500e+05 -5.66482542e+01 
 1.31072000e+05 -5.72533840e+01 
 1.40479491e+05 -5.78589724e+01 
 1.50562191e+05 -5.84650880e+01 
 1.61368561e+05 -5.90718100e+01 
 1.72950541e+05 -5.96792294e+01 
 1.85363800e+05 -6.02874512e+01 
 1.98668002e+05 -6.08965961e+01 
 2.12927092e+05 -6.15068037e+01 
 2.28209607e+05 -6.21182348e+01 
 2.44589001e+05 -6.27310747e+01 
 2.62144000e+05 -6.33455379e+01 
 2.80958983e+05 -6.39618718e+01 
 3.01124382e+05 -6.45803627e+01 
 3.22737121e+05 -6.52013416e+01 
 3.45901082e+05 -6.58251921e+01 
 3.70727600e+05 -6.64523583e+01 
 3.97336004e+05 -6.70833556e+01 
 4.25854184e+05 -6.77187819e+01 
 4.56419214e+05 -6.83593318e+01 
 4.89178001e+05 -6.90058124e+01 
 5.24288000e+05 -6.96591621e+01 
 5.61917965e+05 -7.03204723e+01 
 6.02248763e+05 -7.09910116e+01 
 6.45474242e+05 -7.16722545e+01 
 6.91802164e+05 -7.23659121e+01 
 7.41455200e+05 -7.30739666e+01 
 7.94672007e+05 -7.37987070e+01 
 8.51708369e+05 -7.45427660e+01 
 9.12838427e+05 -7.53091544e+01 
 9.78356002e+05 -7.61012898e+01 
